part1
0,02;-7;-0,06;0,37;0,48;-71,3;0;-5169,95;-6105,37;0;0
0,51;-7;-0,06;0,37;0,48;-71,3;0;-5170,19;-6105,41;0;0
1,02;-7;-0,06;0,37;0,48;-71,3;0;-5170,07;-6105,37;0;0
1,52;-7;-0,06;0,37;0,48;-71,3;0;-5170,03;-6105,29;0;0
2;-7;-0,06;0,37;0,48;-71,3;0;-5170,19;-6105,29;0;0
2,51;-7;-0,06;0,37;0,48;-71,3;0;-5170,15;-6105,33;0;0
3,02;-7;-0,06;0,37;0,48;-71,3;0;-5170,15;-6105,33;0;0
3,52;-7;-0,05;0,4;0,46;-71,3;0;-5170,15;-6105,21;0;0
4,02;-7;-0,03;0,41;0,43;-72,39;0;-5154,83;-6000,04;0;0
4,51;-7;-0,03;0,45;0,4;-71,46;0;-5231,1;-5858,3;0;0
5,02;-7;-0,02;0,49;0,37;-70,15;0;-5417,24;-5532,74;0;0
5,51;-7;-0,01;0,5;0,35;-71,19;0;-5501,72;-5205,43;0;0
6,02;-7;0;0,51;0,32;-71,45;0;-5522,3;-4910,33;0;0
6,51;-7;0;0,52;0,31;-70,76;0;-5596,9;-4736,34;0;0
7,02;-7;0;0,53;0,3;-70,32;0;-5780,83;-4445,61;0;0
7,51;-7;0;0,53;0,3;-70,76;0;-5801,95;-4357,24;0;0
8,02;-7;0;0,53;0,3;-70,82;0;-5773,73;-4342,53;0;0
8,51;-7;0;0,53;0,3;-70,82;0;-5769,62;-4341,11;0;0
9,02;-7;0;0,53;0,3;-70,82;0;-5769,38;-4341,19;0;0
9,51;-7;0;0,53;0,3;-70,82;0;-5769,31;-4341;0;0
10,02;-7;0;0,53;0,3;-70,82;0;-5769,27;-4341,08;0;0
10,51;-7;0;0,53;0,3;-70,82;0;-5769,38;-4341,08;0;0
11,02;-7;-0,01;0,53;0,3;-70,82;0;-5769,34;-4341;0;0
11,51;-7;-0,01;0,54;0,28;-70,91;0;-5771,99;-4333,8;0;0
12,02;-7;-0,01;0,54;0,27;-71,79;0;-5807,97;-4235,73;0;0
12,51;-7;-0,01;0,54;0,26;-72,29;0;-5849,49;-4135,3;0;0
13,02;-7;-0,01;0,54;0,26;-72,55;0;-5934,2;-4026,02;0;0
13,51;-7;-0,01;0,54;0,26;-72,6;0;-5967,15;-3977,03;0;0
14,02;-7;-0,01;0,54;0,26;-72,6;0;-5969,73;-3974,05;0;0
14,51;-7;-0,01;0,54;0,26;-72,6;0;-5969,97;-3973,74;0;0
15,02;-7;-0,01;0,54;0,26;-72,6;0;-5969,85;-3973,82;0;0
15,51;-7;-0,01;0,54;0,26;-72,6;0;-5969,89;-3973,66;0;0
